xflr5 v6.10.03

Wing name :        wing023
Wing polar name :  T1-40.0 m/s-VLM1
Freestream speed :  40.000 m/s


   alpha      CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -1.500   0.229494   0.002734   0.017543   0.020276  -0.000000   0.000000   0.132800   0.000000   0.000000   40.0000    -0.2169
   -1.000   0.270787   0.003041   0.016105   0.019145   0.000000  -0.000000   0.155089   0.000000  -0.000000   40.0000    -0.2128
   -0.500   0.312048   0.003450   0.014482   0.017932   0.000000  -0.000000   0.177346   0.000000  -0.000000   40.0000    -0.2098
    0.000   0.353267   0.003961   0.012789   0.016750  -0.000000   0.000000   0.199557   0.000000  -0.000000   40.0000    -0.2075
    0.500   0.394437   0.004574   0.011669   0.016243   0.000000   0.000000   0.221708   0.000000  -0.000000   40.0000    -0.2057
    1.000   0.435548   0.005289   0.011049   0.016338  -0.000000   0.000000   0.243806   0.000000  -0.000000   40.0000    -0.2042
    1.500   0.476593   0.006104   0.010724   0.016828   0.000000  -0.000000   0.265856   0.000000  -0.000000   40.0000    -0.2030
    2.000   0.517562   0.007020   0.010649   0.017668  -0.000000   0.000000   0.287854   0.000000  -0.000000   40.0000    -0.2021
    2.500   0.558448   0.008035   0.010668   0.018703  -0.000000   0.000000   0.309797   0.000000  -0.000000   40.0000    -0.2012
    3.000   0.599242   0.009150   0.010753   0.019902   0.000000   0.000000   0.331680  -0.000000   0.000000   40.0000    -0.2005
    3.500   0.639935   0.010363   0.010865   0.021227   0.000000  -0.000000   0.353498  -0.000000   0.000000   40.0000    -0.2000
    4.000   0.680521   0.011673   0.011010   0.022683   0.000000  -0.000000   0.375243  -0.000000   0.000000   40.0000    -0.1995


