xflr5 v6.10.03

Wing name :        Fwd sweep 02 25 washout
Wing polar name :  T1-40.0 m/s-Panel-x0.000m
Freestream speed :  40.000 m/s


   alpha      CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -3.500   0.227597   0.001732   0.027301   0.029033  -0.000000   0.000000  -0.130814  -0.000000  -0.000000   40.0000     0.3217
   -3.000   0.270671   0.002335   0.024441   0.026775  -0.000000   0.000000  -0.123420  -0.000000  -0.000000   40.0000     0.2552
   -2.500   0.313718   0.003034   0.021917   0.024951  -0.000000   0.000000  -0.116011  -0.000000  -0.000000   40.0000     0.2069
   -2.000   0.356732   0.003830   0.019125   0.022955  -0.000000   0.000000  -0.108577  -0.000000  -0.000000   40.0000     0.1702
   -1.500   0.399707   0.004721   0.015605   0.020326  -0.000000   0.000000  -0.101116  -0.000000  -0.000000   40.0000     0.1414
   -1.000   0.442637   0.005708   0.012673   0.018381  -0.000000   0.000000  -0.093638  -0.000000  -0.000000   40.0000     0.1181
   -0.500   0.485517   0.006789   0.011382   0.018171  -0.000000   0.000000  -0.086143  -0.000000  -0.000000   40.0000     0.0988
    0.000   0.528341   0.007965   0.010680   0.018645  -0.000000   0.000000  -0.078629  -0.000000  -0.000000   40.0000     0.0826
    0.500   0.571103   0.009235   0.010490   0.019724  -0.000000   0.000000  -0.071097  -0.000000  -0.000000   40.0000     0.0688
    1.000   0.613798   0.010597   0.010456   0.021053  -0.000000   0.000000  -0.063544  -0.000000  -0.000000   40.0000     0.0569
    1.500   0.656419   0.012052   0.010444   0.022496  -0.000000   0.000000  -0.055975  -0.000000  -0.000000   40.0000     0.0465
    2.000   0.698962   0.013598   0.010443   0.024041  -0.000000   0.000000  -0.048393  -0.000000  -0.000000   40.0000     0.0373
    2.500   0.741420   0.015235   0.010430   0.025665  -0.000000   0.000000  -0.040800  -0.000000  -0.000000   40.0000     0.0291
    3.000   0.783788   0.016961   0.010432   0.027394  -0.000000   0.000000  -0.033199  -0.000000  -0.000000   40.0000     0.0217
    3.500   0.826059   0.018776   0.010401   0.029177  -0.000000   0.000000  -0.025593   0.000000   0.000000   40.0000     0.0150
    4.000   0.868230   0.020678   0.010383   0.031061  -0.000000   0.000000  -0.017981   0.000000   0.000000   40.0000     0.0090
    4.500   0.910294   0.022667   0.010376   0.033043  -0.000000   0.000000  -0.010367   0.000000   0.000000   40.0000     0.0034
    5.000   0.952245   0.024740   0.010379   0.035119  -0.000000   0.000000  -0.002753   0.000000   0.000000   40.0000    -0.0017
    5.500   0.994079   0.026897   0.010394   0.037292  -0.000000   0.000000   0.004858   0.000000   0.000000   40.0000    -0.0064
    6.000   1.035789   0.029136   0.010439   0.039575  -0.000000   0.000000   0.012466   0.000000   0.000000   40.0000    -0.0107
    6.500   1.077371   0.031456   0.010551   0.042008  -0.000000   0.000000   0.020069   0.000000   0.000000   40.0000    -0.0148
    7.000   1.118819   0.033856   0.010756   0.044612  -0.000000   0.000000   0.027666   0.000000   0.000000   40.0000    -0.0187
    7.500   1.160128   0.036333   0.011026   0.047359  -0.000000   0.000000   0.035252   0.000000   0.000000   40.0000    -0.0222
    8.000   1.201292   0.038886   0.011347   0.050233  -0.000000   0.000000   0.042826   0.000000   0.000000   40.0000    -0.0256
    8.500   1.242307   0.041514   0.011691   0.053205  -0.000000   0.000000   0.050385   0.000000   0.000000   40.0000    -0.0289
    9.000   1.283167   0.044214   0.012009   0.056223  -0.000000   0.000000   0.057928   0.000000   0.000000   40.0000    -0.0319
    9.500   1.323867   0.046985   0.012345   0.059330  -0.000000   0.000000   0.065452   0.000000   0.000000   40.0000    -0.0348
   10.000   1.364403   0.049825   0.012747   0.062573  -0.000000   0.000000   0.072959   0.000000   0.000000   40.0000    -0.0376


