xflr5 v6.10.03

Wing name :        wing015
Wing polar name :  T1-40.0 m/s-VLM1
Freestream speed :  40.000 m/s


   alpha      CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -1.500   0.308102   0.004703   0.015210   0.019913  -0.000000   0.000000   0.201597   0.000000   0.000000   40.0000    -0.2788
   -1.000   0.349861   0.005067   0.014057   0.019125  -0.000000   0.000000   0.223708   0.000000   0.000000   40.0000    -0.2699
   -0.500   0.391579   0.005530   0.013014   0.018545  -0.000000   0.000000   0.245773   0.000000  -0.000000   40.0000    -0.2629
    0.000   0.433247   0.006092   0.012226   0.018318  -0.000000   0.000000   0.267786   0.000000  -0.000000   40.0000    -0.2573
    0.500   0.474859   0.006751   0.011688   0.018439  -0.000000   0.000000   0.289748   0.000000  -0.000000   40.0000    -0.2526
    1.000   0.516404   0.007507   0.011388   0.018896  -0.000000   0.000000   0.311657   0.000000   0.000000   40.0000    -0.2488
    1.500   0.557876   0.008361   0.011259   0.019620  -0.000000   0.000000   0.333510   0.000000   0.000000   40.0000    -0.2455
    2.000   0.599265   0.009311   0.011238   0.020549  -0.000000   0.000000   0.355303   0.000000  -0.000000   40.0000    -0.2427
    2.500   0.640564   0.010357   0.011294   0.021651  -0.000000   0.000000   0.377031   0.000000  -0.000000   40.0000    -0.2402
    3.000   0.681765   0.011498   0.011377   0.022875  -0.000000   0.000000   0.398688   0.000000   0.000000   40.0000    -0.2381
    3.500   0.722858   0.012733   0.011493   0.024227  -0.000000   0.000000   0.420269   0.000000   0.000000   40.0000    -0.2363
    4.000   0.763837   0.014062   0.011628   0.025690  -0.000000   0.000000   0.441766   0.000000   0.000000   40.0000    -0.2346
    4.500   0.804692   0.015484   0.011799   0.027283  -0.000000   0.000000   0.463175   0.000000   0.000000   40.0000    -0.2332
    5.000   0.845417   0.016997   0.012001   0.028998   0.000000   0.000000   0.484490   0.000000   0.000000   40.0000    -0.2319


