xflr5 v6.10.03

Wing name :        wing013
Wing polar name :  T1-40.0 m/s-VLM1
Freestream speed :  40.000 m/s


   alpha      CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -3.500   0.163475   0.001306   0.022518   0.023824  -0.000000   0.000000   0.006920   0.000000  -0.000000   40.0000     0.0345
   -3.000   0.205476   0.001571   0.020953   0.022525  -0.000000   0.000000   0.026446   0.000000  -0.000000   40.0000    -0.0135
   -2.500   0.247456   0.001937   0.019451   0.021388  -0.000000   0.000000   0.045970   0.000000  -0.000000   40.0000    -0.0452
   -2.000   0.289406   0.002404   0.017980   0.020384  -0.000000   0.000000   0.065491   0.000000   0.000000   40.0000    -0.0677
   -1.500   0.331317   0.002969   0.016482   0.019451  -0.000000   0.000000   0.085004   0.000000   0.000000   40.0000    -0.0845
   -1.000   0.373181   0.003635   0.014875   0.018510  -0.000000   0.000000   0.104507   0.000000  -0.000000   40.0000    -0.0976
   -0.500   0.414989   0.004399   0.013291   0.017691  -0.000000   0.000000   0.123985   0.000000   0.000000   40.0000    -0.1080
    0.000   0.456733   0.005263   0.012023   0.017285  -0.000000   0.000000   0.143423   0.000000  -0.000000   40.0000    -0.1165
    0.500   0.498405   0.006224   0.011285   0.017509  -0.000000   0.000000   0.162818   0.000000  -0.000000   40.0000    -0.1236
    1.000   0.539997   0.007283   0.010929   0.018212  -0.000000   0.000000   0.182178   0.000000   0.000000   40.0000    -0.1297
    1.500   0.581500   0.008439   0.010761   0.019200  -0.000000   0.000000   0.201507   0.000000  -0.000000   40.0000    -0.1348
    2.000   0.622905   0.009691   0.010721   0.020412  -0.000000   0.000000   0.220802   0.000000  -0.000000   40.0000    -0.1393
    2.500   0.664205   0.011039   0.010743   0.021782  -0.000000   0.000000   0.240061   0.000000   0.000000   40.0000    -0.1433
    3.000   0.705392   0.012480   0.010796   0.023276  -0.000000   0.000000   0.259279   0.000000   0.000000   40.0000    -0.1468
    3.500   0.746457   0.014016   0.010877   0.024893  -0.000000   0.000000   0.278451   0.000000   0.000000   40.0000    -0.1499
    4.000   0.787393   0.015644   0.011010   0.026654  -0.000000   0.000000   0.297571   0.000000   0.000000   40.0000    -0.1527
    4.500   0.828191   0.017363   0.011200   0.028563  -0.000000   0.000000   0.316633   0.000000  -0.000000   40.0000    -0.1553
    5.000   0.868844   0.019172   0.011432   0.030605  -0.000000   0.000000   0.335632   0.000000   0.000000   40.0000    -0.1576


